Source File	English Term	Bulgarian Term	Justification
infectious diseases_influenza_40_BGgpt_terms_EN_BG.txt	Pulse Oximetry	Пулсова оксиметрия	Standard Bulgarian medical term for pulse oximetry.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Hospital Course	Ход на лечението в болнични условия	Descriptive term for the patient's treatment and progress during hospitalization.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term for the disease.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Pneumonia	Пневмония	Standard Bulgarian medical term for the disease.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Hypoxemia	Хипоксемия	Standard Bulgarian medical term for oxygen deficiency.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Rapid Antigen Test	Бърз антигенен тест	Standard Bulgarian medical term for the diagnostic test.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	RT-PCR test	РТ-ПСР тест	Standard Bulgarian medical term for the diagnostic test.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Antiviral therapy	Антивирусно лечение	Standard Bulgarian medical term for the treatment.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Supportive care	Симптоматично лечение	Standard Bulgarian medical term for the treatment.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Acetaminophen	Парацетамол	Standard Bulgarian medical term for the drug.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Reye's syndrome	Синдром на Рейе	Standard Bulgarian medical term for the condition.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Oxygen saturation	Сатурация на кислород	Standard Bulgarian medical term for the measurement.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Chest x-ray	Рентгенография на гръден кош	Standard Bulgarian medical term for the imaging procedure.
infectious diseases_influenza_41_BGgpt_terms_EN_BG.txt	Lobar or segmental infiltrates	Лобарни или сегментни инфилтрати	Standard Bulgarian medical term for the radiographic findings.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Infectious Diseases Unit	Инфекциозно отделение	Standard Bulgarian medical term for hospital department.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term for flu.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	High fever	Висока температура	Standard Bulgarian medical term for fever.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Cough	Кашлица	Standard Bulgarian medical term for cough.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Sore throat	Възпалено гърло	Standard Bulgarian medical term for sore throat.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Body aches	Болки в мускулите	Standard/commonly used translation for body aches.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Fatigue	Отпадналост	Standard Bulgarian medical term for fatigue.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Room air	Атмосферен въздух	Standard Bulgarian medical term for ambient air.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Tachypnea	Тахипнея	Standard Bulgarian medical term for rapid breathing.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Hypoxemia	Хипоксемия	Standard Bulgarian medical term for low blood oxygen.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Oxygen saturation	Сатурация на кислород	Standard Bulgarian medical term for oxygen saturation.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Pulse oximetry	Пулсова оксиметрия	Standard Bulgarian medical term for pulse oximetry.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Chest x-ray	Рентгенова снимка на бял дроб	Standard Bulgarian medical term for chest x-ray.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Pneumonia	Пневмония	Standard Bulgarian medical term for pneumonia.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	RT-PCR test	RT-PCR тест	Widely used abbreviation for Reverse Transcription Polymerase Chain Reaction test.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Influenza A	Грип А	Standard Bulgarian medical term for Influenza A.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Antiviral therapy	Антивирусно лечение	Standard Bulgarian medical term for antiviral treatment.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Acetaminophen	Парацетамол	Standard Bulgarian medical term for acetaminophen.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Reye's syndrome	Синдром на Рей	Standard Bulgarian medical term for Reye's syndrome.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Secondary bacterial infections	Вторични бактериални инфекции	Standard Bulgarian medical term for secondary bacterial infections.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Follow-up appointment	Контролен преглед	Standard Bulgarian medical term for follow-up appointment.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Difficulty breathing	Затруднено дишане	Standard Bulgarian medical term for difficulty breathing.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Precautions	Предпазни мерки	Standard Bulgarian medical term for precautions.
infectious diseases_influenza_42_BGgpt_terms_EN_BG.txt	Patient Education	Обучение на пациента	Standard Bulgarian medical term for patient education.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Myocardial Infarction	Миокарден инфаркт	Standard Bulgarian medical term for heart attack.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term for influenza.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Pneumonia	Пневмония	Standard Bulgarian medical term for pneumonia.
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Interstitial Infiltrates	Интерстициални инфилтрати	Standard Bulgarian medical term for pathological finding
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Pulse Oximetry	Пулсова оксиметрия	Standard Bulgarian medical term for measurement of oxygen saturation
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Hypoxemia	Хипоксемия	Standard Bulgarian medical term for low oxygen levels in blood
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Antiviral Therapy	Антивирусна терапия	Standard Bulgarian medical term
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Supportive Care	Поддържаща терапия	Standard Bulgarian medical term
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Rapid Antigen Test	Бърз антигенен тест	Standard Bulgarian medical term
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	RT-PCR	RT-PCR	Same abbreviation used in Bulgarian
infectious diseases_influenza_43_BGgpt_terms_EN_BG.txt	Chest X-ray	Рентгенография на бял дроб	Standard Bulgarian medical term
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Patient ID	Пациентски номер	Standard Bulgarian medical term for patient identifier.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Date of Admission	Дата на прием	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Date of Discharge	Дата на изписване	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Admitting Physician	Приемащ лекар	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Diagnosis at Discharge	Диагноза при изписване	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Hospital Course and Treatment	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term for influenza.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Medications Administered	Приложени медикаменти	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Antiviral therapy	Антивирусна терапия	Standard Bulgarian medical term.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	Acetaminophen	Парацетамол	Standard Bulgarian medical term for acetaminophen.
infectious diseases_influenza_44_BGgpt_terms_EN_BG.txt	IV fluids (Normal Saline)	Интравенозни течности (физиологичен разтвор)	Standard Bulgarian medical term for IV fluids.
